country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Jamaica,6,2.702,0.675,0
Japan,9,2.214,0.04,1.97
Jordan,7,0.392,0,0.81
Kazakhstan,2,1.971,0.053,1.59
Kenya,3,0.409,0,0
Kosovo,7,3.104,0,1.07
Kuwait,6,6.557,0,2.02
Kyrgyzstan,7,0.613,0,1.19
Laos,7,0.137,0,0
Latvia,3,25.448,0,1.04
Lebanon,6,1.319,0.293,1.03
Lesotho,7,0,0,0
Liberia,6,0.593,0,0
Libya,7,0,0,0
Liechtenstein,8,0,0,0
Lithuania,3,16.163,0,1.2
Luxembourg,5,225.248,9.585,1.22
Madagascar,7,0,0,0
Malawi,9,0,0,0
Malaysia,3,4.387,0.062,1.22
Maldives,8,1.85,0,0
Mali,6,0.148,0.049,0
Malta,8,43.031,0,1.05
Marshall Islands,8,0,0,0
Mauritania,6,0,0,0
Mauritius,0,14.154,0.786,0.7
Mexico,6,1.264,0.062,1.76
Moldova,0,17.353,0.248,1.72
Monaco,0,76.445,0,0
Mongolia,9,0.61,0,0
Montenegro,8,22.291,0,1.13
Morocco,7,1.002,0.081,1.57
Mozambique,9,0.064,0,0
Myanmar,9,0,0,0
Namibia,6,1.181,0,0
Nepal,2,0,0,0
Netherlands,0,60.053,7.879,1.38
New Zealand,3,12.65,0,1.47
Nicaragua,8,0,0,0
Niger,9,1.942,0.083,0
Nigeria,6,0.189,0,1.23
North Macedonia,8,12,0.96,1.36
Norway,4,40.95,0.922,1.07
Oman,6,3.525,0,1.29
Pakistan,7,1.372,0.032,1.66
Palestine,7,2.94,0,1.12
Panama,6,0,0,1.65
Papua New Guinea,6,0,0,0
Paraguay,7,0.561,0,0
Peru,7,7.825,0.243,1.91
Philippines,7,2.072,0.073,1.85
Poland,6,6.421,0.264,1.7
Portugal,4,79.241,2.648,1.61
Qatar,3,18.743,0,2.35
Romania,7,11.176,0.52,1.7
Russia,2,3.015,0.048,2.39
Rwanda,7,0.54,0,0
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,6,0,0,1.02
Sao Tome and Principe,8,0,0,0
Saudi Arabia,3,4.51,0.172,1.67
Senegal,6,0.896,0.06,0.89
Serbia,7,23.514,1.764,1.94
Seychelles,9,0,0,0
Sierra Leone,9,0.125,0,0
Singapore,9,12.649,0,1.4
Slovakia,3,6.777,0.183,1.21
Slovenia,3,18.76,0,1.06
Solomon Islands,9,0,0,0
Somalia,9,0,0,0
South Africa,3,0.455,0,0.79
South Korea,2,1.97,0.059,0.89
South Sudan,6,0,0,0
Spain,4,175.276,19.741,1.47
Sri Lanka,7,0.14,0.047,0.92
Sudan,6,0,0,0
Suriname,6,1.705,0,0
Sweden,0,48.122,6.931,1.39
Switzerland,4,134.379,6.355,1.24
Syria,6,0,0,0
Taiwan,2,0.294,0,0.64
Tajikistan,8,0,0,0
Tanzania,9,0.017,0,0
Thailand,3,1.719,0.029,1.18
Timor,6,0,0,0
Togo,3,0.242,0.121,0
Trinidad and Tobago,6,2.144,1.429,0
Tunisia,7,2.454,0.169,1.11
Turkey,0,25.469,0.747,1.91
Uganda,7,0,0,0
Ukraine,7,3.407,0.069,1.98
United Arab Emirates,2,15.166,0.202,2.15
United Kingdom,4,73.27,9.914,1.75
United States,4,78.196,3.565,1.81
Uruguay,6,3.455,0.288,0.99
Uzbekistan,7,0.269,0,1.58
Vanuatu,6,0,0,0
Vatican,8,0,0,0
Venezuela,6,0.281,0,0.6
Vietnam,1,0.062,0,0.63
Yemen,9,0,0,0
Zambia,9,0.054,0,0
Zimbabwe,7,0,0,0
