country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
North Macedonia,2,0.404,6.8,0
Norway,0,1.078,324.8,40.74
Oman,6,0.643,3.1,87.96
Pakistan,1,0.132,4.7,61.11
Palestine,6,0,0,80.56
Panama,6,0.46,3.1,83.33
Papua New Guinea,1,0,0,56.02
Paraguay,6,0.091,64.8,83.33
Peru,6,0.147,0,89.81
Philippines,6,0.079,17.9,83.33
Poland,1,0.282,43.1,50.93
Portugal,6,1.103,28.3,69.91
Qatar,6,1.605,3.3,80.56
Romania,1,0.191,37.3,50.93
Russia,6,1.605,35.4,74.54
Rwanda,6,0.225,98.1,75.93
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,1,0,0,33.33
Sao Tome and Principe,2,0,0,0
Saudi Arabia,6,0.506,5.5,69.91
Senegal,6,0.075,11.6,61.11
Serbia,1,0.747,66.3,24.07
Seychelles,2,0,0,23.15
Sierra Leone,1,0,0,53.7
Singapore,6,0,34.7,74.07
Slovakia,0,0.155,326.8,40.74
Slovenia,0,0.273,366.6,39.81
Solomon Islands,1,0,0,33.33
Somalia,1,0,0,48.15
South Africa,6,0.455,9.1,76.85
South Korea,0,0.116,300.6,53.24
South Sudan,6,0,0,85.19
Spain,6,0,97.4,57.41
Sri Lanka,0,0.077,208.5,55.56
Sudan,6,0,0,84.26
Suriname,6,0,0,93.52
Sweden,1,0,0,59.26
Switzerland,0,0.752,237.8,46.3
Syria,6,0,0,69.44
Taiwan,0,0.006,475.5,25.93
Tajikistan,1,0,0,57.41
Tanzania,1,0,0,32.41
Thailand,5,0.114,3501.7,59.26
Timor,1,0,0,33.33
Togo,1,0.008,68.6,53.7
Trinidad and Tobago,6,0.001,80.5,77.78
Tunisia,0,0.06,322.6,29.63
Turkey,6,0.498,34,63.89
Uganda,6,0,0,84.26
Ukraine,6,0.182,14.8,68.06
United Arab Emirates,6,4.033,85.4,72.22
United Kingdom,6,0.999,86.6,71.3
United States,6,1.535,0,68.98
Uruguay,4,0.116,1608.4,57.41
Uzbekistan,6,0,0,68.98
Vanuatu,6,0,0,66.67
Vatican,2,0,0,0
Venezuela,6,0,0,72.22
Vietnam,6,0,0,69.44
Yemen,1,0,0,58.33
Zambia,1,0,41.9,39.81
Zimbabwe,6,0.034,27.1,70.37
