country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Spain,6,0,0,11.11
Sri Lanka,6,0,0,11.11
Sudan,3,0,0,5.56
Suriname,3,0,0,0
Sweden,3,0,0,0
Switzerland,5,0.084,17.7,25
Syria,3,0,0,2.78
Taiwan,1,0.013,500.6,28.7
Tajikistan,6,0,0,13.89
Tanzania,3,0,0,2.78
Thailand,1,0.01,587.9,16.67
Timor,6,0,0,11.11
Togo,3,0,0,0
Trinidad and Tobago,6,0,0,16.67
Tunisia,6,0,0,13.89
Turkey,6,0,0,19.44
Uganda,6,0,0,16.67
Ukraine,6,0,0,11.11
United Arab Emirates,1,0.453,1230.7,15.74
United Kingdom,6,0,0,11.11
United States,6,0.005,8.5,20.37
Uruguay,3,0,0,0
Uzbekistan,6,0,0,16.67
Vanuatu,3,0,0,0
Vatican,3,0,0,0
Venezuela,6,0,0,11.11
Vietnam,4,0.001,248.3,47.22
Yemen,3,0,0,0
Zambia,6,0,0,16.67
Zimbabwe,6,0,0,8.33
