country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Panama,6,0.202,4.8,93.52
Papua New Guinea,7,0,0,83.8
Paraguay,5,0.058,49,94.44
Peru,6,0.07,0,94.44
Philippines,6,0.026,15,100
Poland,7,0,0,83.33
Portugal,0,1.454,22.9,82.41
Qatar,7,0.731,4.5,86.11
Romania,6,0.159,13.3,87.04
Russia,0,0.753,23.2,85.19
Rwanda,4,0.112,408.1,90.74
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,6,0,0,92.59
Sao Tome and Principe,2,0,0,0
Saudi Arabia,6,0.265,9.9,91.67
Senegal,0,0.028,19.8,77.78
Serbia,6,0.521,9.1,96.3
Seychelles,6,0,0,93.52
Sierra Leone,7,0,0,81.48
Singapore,7,0,5.1,85.19
Slovakia,5,0.635,58.8,75
Slovenia,5,0.702,59,86.11
Solomon Islands,1,0,0,44.44
Somalia,1,0,0,60.19
South Africa,0,0.092,38,87.96
South Korea,4,0.141,382.4,43.52
South Sudan,7,0,0,86.11
Spain,7,0,2.3,85.19
Sri Lanka,5,0.03,55.1,81.48
Sudan,7,0,0,87.04
Suriname,7,0,0,82.41
Sweden,1,0,0,64.81
Switzerland,7,0.574,13.9,73.15
Syria,7,0,0,75.93
Taiwan,3,0.058,221.2,31.48
Tajikistan,1,0,0,33.33
Tanzania,1,0,0,50
Thailand,3,0.079,179.7,76.85
Timor,7,0,0,77.78
Togo,3,0.026,199.1,73.15
Trinidad and Tobago,7,0,0,79.63
Tunisia,0,0.047,40,90.74
Turkey,7,0.468,8.9,75.93
Uganda,6,0,0,93.52
Ukraine,6,0,9.8,88.89
United Arab Emirates,5,2.039,64.1,87.04
United Kingdom,7,0.335,4.7,79.63
United States,7,0.686,0,72.69
Uruguay,5,0,67.9,62.96
Uzbekistan,6,0,0,90.74
Vanuatu,7,0,0,77.78
Vatican,2,0,0,0
Venezuela,7,0,0,82.41
Vietnam,4,0,22909.1,88.43
Yemen,1,0,0,40.74
Zambia,5,0.026,80.9,65.28
Zimbabwe,6,0,0,87.96
