country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Trinidad and Tobago,4,0.047,6.1,65.74
Tunisia,4,0,0,62.96
Turkey,5,1.724,59.2,62.5
Uganda,0,0.045,11.3,45.37
Ukraine,4,0.786,4.4,58.8
United Arab Emirates,5,8.659,105,45.37
United Kingdom,7,3.364,12.7,75
United States,4,3.432,0,65.28
Uruguay,5,0.862,56.2,43.52
Uzbekistan,6,0,0,39.81
Vanuatu,6,0,0,22.22
Vatican,3,0,0,0
Venezuela,7,0,0,87.96
Vietnam,0,0,0,43.06
Yemen,6,0,0,24.07
Zambia,5,0.181,72.5,45.37
Zimbabwe,7,0.047,30.1,67.59
