country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Ukraine,3,0,0,11.11
United Arab Emirates,2,0,1353.5,21.3
United Kingdom,3,0,0,11.11
United States,1,0.005,0,20.37
Uruguay,3,0,0,0
Uzbekistan,3,0,0,16.67
Vanuatu,3,0,0,0
Vatican,3,0,0,0
Venezuela,3,0,0,11.11
Vietnam,0,0,63,47.22
Yemen,3,0,0,0
Zambia,3,0,0,16.67
Zimbabwe,3,0,0,8.33
