country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Namibia,6,0,0,0
Nepal,1,0.412,0,0
Netherlands,6,42.545,9.629,0.84
New Zealand,4,1.037,0.207,0.4
Nicaragua,3,0,0,0
Niger,6,0.372,0,0.84
Nigeria,6,0,0,1.69
North Macedonia,3,2.88,0.48,0.84
Norway,6,6.456,0.184,0.72
Oman,6,19.191,0.196,1.29
Pakistan,6,2.313,0.05,1.48
Palestine,6,0,0,0.59
Panama,6,44.267,2.318,1.16
Papua New Guinea,6,0,0,0
Paraguay,1,0,0,1.03
Peru,6,45.857,1.183,1.6
Philippines,6,1.278,0.082,0.98
Poland,6,6.949,0.555,1.02
Portugal,6,50.605,2.648,0.89
Qatar,0,179.795,0,1.62
Romania,6,15.906,1.04,1.04
Russia,6,38.661,0.349,1.63
Rwanda,4,0.232,0,0.73
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,0,412.517,29.465,1.01
Sao Tome and Principe,3,0,0,0
Saudi Arabia,6,32.947,0.172,1.59
Senegal,6,2.09,0,1.69
Serbia,6,38.209,0.735,1.02
Seychelles,6,0,0,0
Sierra Leone,6,0.878,0,0
Singapore,0,189.903,0,1.81
Slovakia,1,4.762,0.183,0.93
Slovenia,1,4.329,0,0.62
Solomon Islands,6,0,0,0
Somalia,6,3.083,0,0.9
South Africa,6,2.782,0,1.42
South Korea,4,0.176,0.02,0.35
South Sudan,6,0,0,0
Spain,6,84.868,9.197,0.92
Sri Lanka,1,0.28,0,1.39
Sudan,6,0,0,1.37
Suriname,6,0,0,0
Sweden,6,70.005,7.624,1.23
Switzerland,6,13.75,5.662,0.63
Syria,6,0.171,0,0
Taiwan,4,0.126,0,0.42
Tajikistan,3,0,0,0
Tanzania,6,0,0,0.65
Thailand,1,0.272,0.014,0.72
Timor,6,0.758,0,0
Togo,4,0.242,0,0
Trinidad and Tobago,6,0.715,0,0.12
Tunisia,1,0,0,0.78
Turkey,6,54.672,1.411,1.03
Uganda,6,0.109,0,0
Ukraine,6,9.489,0.229,1.34
United Arab Emirates,1,49.543,0.303,1.28
United Kingdom,2,70.339,18.03,1.07
United States,6,78.73,7.68,1.01
Uruguay,1,2.303,0.576,0.97
Uzbekistan,6,1.524,0.03,1
Vanuatu,6,0,0,0
Vatican,3,0,0,0
Venezuela,6,1.02,0.035,1.18
Vietnam,5,0,0,0.24
Yemen,3,0,0,0
Zambia,1,0.272,0,0
Zimbabwe,6,0.202,0,0
